encode_id	accession	replication	sample	target	assembly
/experiments/ENCSR000EWZ/	ENCSR000EWZ	isogenic	NT2-D1	H3K9me3	hg38
/experiments/ENCSR000EXA/	ENCSR000EXA	isogenic	NT2-D1	H3K4me1	hg38
/experiments/ENCSR000EXB/	ENCSR000EXB	isogenic	NT2-D1	H3K36me3	hg38
/experiments/ENCSR000EXC/	ENCSR000EXC	isogenic	NT2-D1	H3K9ac	hg38
/experiments/ENCSR000EXD/	ENCSR000EXD	isogenic	NT2-D1	H3K4me3	hg38
/experiments/ENCSR000EXE/	ENCSR000EXE	isogenic	NT2-D1	H3K27me3	hg38
/experiments/ENCSR000EXG/	ENCSR000EXG	isogenic	NT2-D1	YY1	hg38
/experiments/ENCSR000EXH/	ENCSR000EXH	isogenic	NT2-D1	SUZ12	hg38
/experiments/ENCSR000EXI/	ENCSR000EXI	isogenic	Panc1	H3K4me3	hg38
/experiments/ENCSR000EXJ/	ENCSR000EXJ	isogenic	Panc1	H3K4me1	hg38
/experiments/ENCSR000EXK/	ENCSR000EXK	isogenic	Panc1	H3K27ac	hg38
/experiments/ENCSR000EXL/	ENCSR000EXL	isogenic	Panc1	TCF7L2	hg38
/experiments/ENCSR000EXP/	ENCSR000EXP	isogenic	erythroblast	GATA1	hg38
/experiments/ENCSR000EXR/	ENCSR000EXR	isogenic	erythroblast	GATA1	hg38
/experiments/ENCSR000EXT/	ENCSR000EXT	isogenic	mononuclear_cell	H3K4me3	hg38
/experiments/ENCSR000EXU/	ENCSR000EXU	isogenic	mononuclear_cell	H3K9me3	hg38
/experiments/ENCSR000EXV/	ENCSR000EXV	isogenic	mononuclear_cell	H3K4me1	hg38
/experiments/ENCSR000EXW/	ENCSR000EXW	isogenic	mononuclear_cell	H3K27me3	hg38
/experiments/ENCSR000EXX/	ENCSR000EXX	isogenic	Raji	POLR2A	hg38
/experiments/ENCSR000EXZ/	ENCSR000EXZ	isogenic	SH-SY5Y	GATA3	hg38
/experiments/ENCSR000EYB/	ENCSR000EYB	isogenic	SH-SY5Y	GATA2	hg38
/experiments/ENCSR000EYU/	ENCSR000EYU	isogenic	GM12878	POLR3G	hg38
/experiments/ENCSR000EYV/	ENCSR000EYV	isogenic	GM12878	JUND	hg38
/experiments/ENCSR000EYZ/	ENCSR000EYZ	isogenic	GM12878	FOS	hg38
/experiments/ENCSR000EZC/	ENCSR000EZC	isogenic	HeLa-S3	SMARCA4	hg38
/experiments/ENCSR000EZD/	ENCSR000EZD	isogenic	HeLa-S3	MYC	hg38
/experiments/ENCSR000EZE/	ENCSR000EZE	isogenic	HeLa-S3	FOS	hg38
/experiments/ENCSR000EZL/	ENCSR000EZL	isogenic	HeLa-S3	POLR2A	hg38
/experiments/ENCSR000FAD/	ENCSR000FAD	isogenic	K562	RAD21	hg38
/experiments/ENCSR000FAF/	ENCSR000FAF	isogenic	K562	NFE2	hg38
/experiments/ENCSR000FAG/	ENCSR000FAG	isogenic	K562	MYC	hg38
/experiments/ENCSR000FAH/	ENCSR000FAH	isogenic	K562	JUN	hg38
/experiments/ENCSR000FAI/	ENCSR000FAI	isogenic	K562	FOS	hg38
/experiments/ENCSR000FAJ/	ENCSR000FAJ	isogenic	K562	POLR2A	hg38
/experiments/ENCSR000FCB/	ENCSR000FCB	isogenic	K562	MITF	hg38
/experiments/ENCSR000FCC/	ENCSR000FCC	isogenic	K562	NFE2	hg38
/experiments/ENCSR000FCD/	ENCSR000FCD	isogenic	K562	SMAD5	hg38
/experiments/ENCSR000FCE/	ENCSR000FCE	isogenic	K562	ETV6	hg38
/experiments/ENCSR000FCG/	ENCSR000FCG	isogenic	HEK293	H3K4me1	hg38
/experiments/ENCSR000FCH/	ENCSR000FCH	isogenic	HEK293	H3K27ac	hg38
/experiments/ENCSR000FCJ/	ENCSR000FCJ	isogenic	HEK293	H3K9me3	hg38
/experiments/ENCSR000FCL/	ENCSR000FCL	isogenic	GM08714	H3K4me3	hg38
/experiments/ENCSR000FCM/	ENCSR000FCM	isogenic	Panc1	H3K36me3	hg38
/experiments/ENCSR000FCO/	ENCSR000FCO	isogenic	Panc1	H3K27me3	hg38
/experiments/ENCSR000FCR/	ENCSR000FCR	isogenic	SK-N-SH	H3K4me1	hg38
/experiments/ENCSR000FCS/	ENCSR000FCS	isogenic	SK-N-SH	H3K4me3	hg38
/experiments/ENCSR000FCT/	ENCSR000FCT	isogenic	SK-N-SH	H3K9me3	hg38
/experiments/ENCSR000FCU/	ENCSR000FCU	isogenic	SK-N-SH	H3K27ac	hg38
/experiments/ENCSR000HPG/	ENCSR000HPG	isogenic	IMR-90	SMC3	hg38
/experiments/ENCSR000NPF/	ENCSR000NPF	isogenic	cardiac_muscle_cell	H3K27ac	hg38
/experiments/ENCSR002EZN/	ENCSR002EZN	isogenic	skeletal_muscle_satellite_cell	H3K4me2	hg38
/experiments/ENCSR002YRE/	ENCSR002YRE	isogenic	IMR-90	H3K27ac	hg38
/experiments/ENCSR003SSR/	ENCSR003SSR	isogenic	H1	H3K4me3	hg38
/experiments/ENCSR004AKD/	ENCSR004AKD	anisogenic	mesenchymal_stem_cell	H3K4me3	hg38
/experiments/ENCSR004GKA/	ENCSR004GKA	isogenic	K562	ZEB2	hg38
/experiments/ENCSR004ZWW/	ENCSR004ZWW	isogenic	IMR-90	H4K8ac	hg38
/experiments/ENCSR005SXO/	ENCSR005SXO	isogenic	OCI-LY7	H3K4me3	hg38
/experiments/ENCSR006GPM/	ENCSR006GPM	anisogenic	mesenchymal_stem_cell	H3K9ac	hg38
/experiments/ENCSR006WUS/	ENCSR006WUS	isogenic	MCF-7	NEUROD1	hg38
/experiments/ENCSR007YOT/	ENCSR007YOT	isogenic	GM23248	H3K27ac	hg38
/experiments/ENCSR009MBP/	ENCSR009MBP	isogenic	GM12878	HSF1	hg38
/experiments/ENCSR009TKN/	ENCSR009TKN	isogenic	SK-N-SH	RCOR1	hg38
/experiments/ENCSR011CSR/	ENCSR011CSR	isogenic	NCI-H929	H3K4me1	hg38
/experiments/ENCSR011NOZ/	ENCSR011NOZ	isogenic	K562	ZNF407	hg38
/experiments/ENCSR012KUR/	ENCSR012KUR	anisogenic	CD4-positive_alpha-beta_memory_T_cell	H3K27me3	hg38
/experiments/ENCSR013KEC/	ENCSR013KEC	isogenic	mesenchymal_stem_cell	H3K27ac	hg38
/experiments/ENCSR014RCS/	ENCSR014RCS	isogenic	K562	HNRNPK	hg38
/experiments/ENCSR014YCR/	ENCSR014YCR	isogenic	GM12878	ATF7	hg38
/experiments/ENCSR015GFK/	ENCSR015GFK	isogenic	thoracic_aorta	H3K27ac	hg38
/experiments/ENCSR015TKV/	ENCSR015TKV	isogenic	HepG2	BCLAF1	hg38
/experiments/ENCSR016BMM/	ENCSR016BMM	isogenic	liver	TAF1	hg38
/experiments/ENCSR016JWS/	ENCSR016JWS	isogenic	mammary_epithelial_cell	H3K4me3	hg38
/experiments/ENCSR016UEH/	ENCSR016UEH	isogenic	GM12878	TARDBP	hg38
/experiments/ENCSR017CEO/	ENCSR017CEO	isogenic	MCF-7	CUX1	hg38
/experiments/ENCSR018LUP/	ENCSR018LUP	isogenic	SU-DHL-6	H3K9me2	hg38
/experiments/ENCSR018MQH/	ENCSR018MQH	isogenic	MCF-7	ZNF579	hg38
/experiments/ENCSR019KPC/	ENCSR019KPC	isogenic	HepG2	PLRG1	hg38
/experiments/ENCSR019SQX/	ENCSR019SQX	isogenic	H1	H3K4me3	hg38
/experiments/ENCSR023MFG/	ENCSR023MFG	isogenic	skeletal_muscle_satellite_cell	H3K4me1	hg38
/experiments/ENCSR024CNP/	ENCSR024CNP	isogenic	K562	EGR1	hg38
/experiments/ENCSR024LKA/	ENCSR024LKA	isogenic	K562	HDAC3	hg38
/experiments/ENCSR027HML/	ENCSR027HML	isogenic	OCI-LY7	CTCF	hg38
/experiments/ENCSR027UFT/	ENCSR027UFT	isogenic	C4-2B	ZFX	hg38
/experiments/ENCSR028NUR/	ENCSR028NUR	isogenic	MCF-7	ZNF592	hg38
/experiments/ENCSR028UIU/	ENCSR028UIU	isogenic	K562	ATF3	hg38
/experiments/ENCSR029IBC/	ENCSR029IBC	isogenic	HepG2	ARNT	hg38
/experiments/ENCSR029LBT/	ENCSR029LBT	isogenic	HepG2	FOXP1	hg38
/experiments/ENCSR030TJP/	ENCSR030TJP	isogenic	K562	DACH1	hg38
/experiments/ENCSR031TFS/	ENCSR031TFS	isogenic	K562	POLR2A	hg38
/experiments/ENCSR031URL/	ENCSR031URL	isogenic	HepG2	XRCC5	hg38
/experiments/ENCSR033NQK/	ENCSR033NQK	isogenic	K562	ZNF830	hg38
/experiments/ENCSR033VAZ/	ENCSR033VAZ	isogenic	K562	TARDBP	hg38
/experiments/ENCSR034BEQ/	ENCSR034BEQ	isogenic	hepatocyte	H3K36me3	hg38
/experiments/ENCSR035DUS/	ENCSR035DUS	isogenic	trophoblast_cell	H3K4me1	hg38
/experiments/ENCSR036KFJ/	ENCSR036KFJ	isogenic	Loucy	H3K4me1	hg38
/experiments/ENCSR037RJI/	ENCSR037RJI	isogenic	endodermal_cell	H3K4me1	hg38
/experiments/ENCSR038DJJ/	ENCSR038DJJ	isogenic	K562	SMAD1	hg38
/experiments/ENCSR038GMB/	ENCSR038GMB	isogenic	liver	GABPA	hg38
/experiments/ENCSR038GYF/	ENCSR038GYF	anisogenic	common_myeloid_progenitor_CD34-positive	H3K27me3	hg38
/experiments/ENCSR038MKB/	ENCSR038MKB	isogenic	IMR-90	H2AK9ac	hg38
/experiments/ENCSR038OIN/	ENCSR038OIN	isogenic	trophoblast_cell	H3K36me3	hg38
/experiments/ENCSR038PFD/	ENCSR038PFD	isogenic	H1	H3K18ac	hg38
/experiments/ENCSR038RGL/	ENCSR038RGL	isogenic	K562	MCM7	hg38
/experiments/ENCSR038XIA/	ENCSR038XIA	isogenic	MCF-7	ZNF444	hg38
/experiments/ENCSR039ZLS/	ENCSR039ZLS	isogenic	IMR-90	H3K4ac	hg38
/experiments/ENCSR041AXL/	ENCSR041AXL	isogenic	K562	RFX1	hg38
/experiments/ENCSR041XML/	ENCSR041XML	isogenic	GM12878	SRF	hg38
/experiments/ENCSR042TWZ/	ENCSR042TWZ	isogenic	MCF-7	SNIP1	hg38
/experiments/ENCSR043SBG/	ENCSR043SBG	anisogenic	CD4-positive_alpha-beta_T_cell	H3K27me3	hg38
/experiments/ENCSR043SJS/	ENCSR043SJS	anisogenic	CD8-positive_alpha-beta_memory_T_cell	H3K9me3	hg38
/experiments/ENCSR043VGU/	ENCSR043VGU	isogenic	H9	H3K4me3	hg38
/experiments/ENCSR044WCY/	ENCSR044WCY	isogenic	trophoblast_cell	H3K9me3	hg38
/experiments/ENCSR045HLL/	ENCSR045HLL	isogenic	neural_cell	H3K4me2	hg38
/experiments/ENCSR045QJH/	ENCSR045QJH	anisogenic	common_myeloid_progenitor_CD34-positive	H3K4me3	hg38
/experiments/ENCSR046HGP/	ENCSR046HGP	isogenic	HCT116	EZH2	hg38
/experiments/ENCSR047BUZ/	ENCSR047BUZ	isogenic	HepG2	ATF2	hg38
/experiments/ENCSR047JMV/	ENCSR047JMV	isogenic	transverse_colon	H3K36me3	hg38
/experiments/ENCSR047LSJ/	ENCSR047LSJ	isogenic	K562	TAF15	hg38
/experiments/ENCSR047TJL/	ENCSR047TJL	isogenic	H9	H3K56ac	hg38
/experiments/ENCSR049FUB/	ENCSR049FUB	isogenic	esophagus_squamous_epithelium	H3K27me3	hg38
/experiments/ENCSR050FLB/	ENCSR050FLB	isogenic	foreskin_melanocyte	H3K4me1	hg38
/experiments/ENCSR051DXE/	ENCSR051DXE	isogenic	K562	FUS	hg38
/experiments/ENCSR051OUX/	ENCSR051OUX	isogenic	K562	NFATC3	hg38
/experiments/ENCSR052PTN/	ENCSR052PTN	isogenic	K562	PCBP1	hg38
/experiments/ENCSR052WRV/	ENCSR052WRV	isogenic	DOHH2	H3K4me3	hg38
/experiments/ENCSR053PIY/	ENCSR053PIY	isogenic	adrenal_gland	H3K9me3	hg38
/experiments/ENCSR054IRX/	ENCSR054IRX	isogenic	IMR-90	H2BK20ac	hg38
/experiments/ENCSR055ZZY/	ENCSR055ZZY	isogenic	IMR-90	H3K9me3	hg38
/experiments/ENCSR056UBA/	ENCSR056UBA	isogenic	MCF-7	H3K9ac	hg38
/experiments/ENCSR057BTG/	ENCSR057BTG	isogenic	H1	H3K14ac	hg38
/experiments/ENCSR057BWO/	ENCSR057BWO	isogenic	GM12878	H3K4me3	hg38
/experiments/ENCSR057MWG/	ENCSR057MWG	isogenic	MCF-7	H2AFZ	hg38
/experiments/ENCSR058FCG/	ENCSR058FCG	anisogenic	neutrophil	H3K27me3	hg38
/experiments/ENCSR058SHN/	ENCSR058SHN	isogenic	Karpas-422	H3K9ac	hg38
/experiments/ENCSR059MVB/	ENCSR059MVB	isogenic	ACC112	H3K27ac	hg38
/experiments/ENCSR060WGK/	ENCSR060WGK	isogenic	OCI-LY7	H3K4me1	hg38
/experiments/ENCSR061DGF/	ENCSR061DGF	isogenic	GM23338	NANOG	hg38
/experiments/ENCSR062HDL/	ENCSR062HDL	isogenic	MCF-7	HSF1	hg38
/experiments/ENCSR063WYJ/	ENCSR063WYJ	isogenic	H9	H3K23me2	hg38
/experiments/ENCSR064LJN/	ENCSR064LJN	isogenic	A549	RFX5	hg38
/experiments/ENCSR065HOR/	ENCSR065HOR	isogenic	mesenchymal_stem_cell	H3K4me1	hg38
/experiments/ENCSR065XVO/	ENCSR065XVO	isogenic	K562	CHAMP1	hg38
/experiments/ENCSR066EBK/	ENCSR066EBK	isogenic	HepG2	FOXA2	hg38
/experiments/ENCSR066FXN/	ENCSR066FXN	isogenic	HepG2	HNRNPH1	hg38
/experiments/ENCSR066TET/	ENCSR066TET	isogenic	MCF-7	RFX1	hg38
/experiments/ENCSR066VKQ/	ENCSR066VKQ	isogenic	IMR-90	H3K56ac	hg38
/experiments/ENCSR067BNI/	ENCSR067BNI	isogenic	iPS_DF_19.11	H3K36me3	hg38
/experiments/ENCSR067HGI/	ENCSR067HGI	isogenic	A549	CHD2	hg38
/experiments/ENCSR068VRA/	ENCSR068VRA	isogenic	K562	MCM7	hg38
/experiments/ENCSR069DPL/	ENCSR069DPL	isogenic	neural_progenitor_cell	EZH2	hg38
/experiments/ENCSR072EUE/	ENCSR072EUE	isogenic	OCI-LY1	CTCF	hg38
/experiments/ENCSR072PWP/	ENCSR072PWP	isogenic	GM12878	ZNF24	hg38
/experiments/ENCSR072VUO/	ENCSR072VUO	isogenic	K562	SAFB	hg38
/experiments/ENCSR074TRC/	ENCSR074TRC	isogenic	SK-N-SH	H3K79me2	hg38
/experiments/ENCSR075FNZ/	ENCSR075FNZ	isogenic	GM12878	ZNF622	hg38
/experiments/ENCSR075HTM/	ENCSR075HTM	isogenic	K562	HDAC2	hg38
/experiments/ENCSR076JBA/	ENCSR076JBA	isogenic	OCI-LY1	H3K9ac	hg38
/experiments/ENCSR076YPO/	ENCSR076YPO	isogenic	K562	RNF2	hg38
/experiments/ENCSR077DKV/	ENCSR077DKV	isogenic	K562	CREM	hg38
/experiments/ENCSR079WHK/	ENCSR079WHK	isogenic	K562	MCM5	hg38
/experiments/ENCSR080JPX/	ENCSR080JPX	isogenic	spleen	H3K27me3	hg38
/experiments/ENCSR080XEY/	ENCSR080XEY	isogenic	liver	FOXA2	hg38
/experiments/ENCSR081JRM/	ENCSR081JRM	isogenic	trophoblast_cell	H3K18ac	hg38
/experiments/ENCSR081WLS/	ENCSR081WLS	isogenic	HepG2	RAD51	hg38
/experiments/ENCSR082NQB/	ENCSR082NQB	isogenic	NCI-H929	H3K4me3	hg38
/experiments/ENCSR083DXD/	ENCSR083DXD	isogenic	transverse_colon	H3K9me3	hg38
/experiments/ENCSR084RDK/	ENCSR084RDK	isogenic	DOHH2	CTCF	hg38
/experiments/ENCSR085DDI/	ENCSR085DDI	isogenic	K562	NFXL1	hg38
/experiments/ENCSR085IXF/	ENCSR085IXF	isogenic	liver	SP1	hg38
/experiments/ENCSR085QEV/	ENCSR085QEV	isogenic	K562	NBN	hg38
/experiments/ENCSR086FZL/	ENCSR086FZL	isogenic	K562	KAT8	hg38
/experiments/ENCSR086YIH/	ENCSR086YIH	isogenic	MM.1S	H3K4me2	hg38
/experiments/ENCSR087PFU/	ENCSR087PFU	isogenic	IMR-90	H3K4me3	hg38
/experiments/ENCSR088HZI/	ENCSR088HZI	isogenic	SU-DHL-6	EZH2phosphoT487	hg38
/experiments/ENCSR090JNM/	ENCSR090JNM	isogenic	K562	HLTF	hg38
/experiments/ENCSR090QTV/	ENCSR090QTV	isogenic	smooth_muscle_cell	H3K9me3	hg38
/experiments/ENCSR090ZDO/	ENCSR090ZDO	isogenic	HEK293T	SUZ12	hg38
/experiments/ENCSR091IRL/	ENCSR091IRL	isogenic	spleen	H3K9me3	hg38
/experiments/ENCSR091JXL/	ENCSR091JXL	isogenic	K562	HES1	hg38
/experiments/ENCSR091QXP/	ENCSR091QXP	isogenic	HCT116	H3K36me3	hg38
/experiments/ENCSR093SHE/	ENCSR093SHE	isogenic	HCT116	H3K9ac	hg38
/experiments/ENCSR094VCE/	ENCSR094VCE	isogenic	MM.1S	H3K4me1	hg38
/experiments/ENCSR094WHO/	ENCSR094WHO	isogenic	HEK293T	FOXA1	hg38
/experiments/ENCSR096KPA/	ENCSR096KPA	isogenic	GM23248	EZH2phosphoT487	hg38
/experiments/ENCSR096KWU/	ENCSR096KWU	isogenic	MCF-7	ZNF207	hg38
/experiments/ENCSR097ORD/	ENCSR097ORD	isogenic	ES-I3	H3K9ac	hg38
/experiments/ENCSR098ALO/	ENCSR098ALO	anisogenic	naive_thymus-derived_CD4-positive_alpha-beta_T_cell	H3K4me3	hg38
/experiments/ENCSR098OLN/	ENCSR098OLN	isogenic	gastrocnemius_medialis	H3K4me3	hg38
/experiments/ENCSR098XMN/	ENCSR098XMN	isogenic	liver	RXRA	hg38
/experiments/ENCSR099NCH/	ENCSR099NCH	isogenic	K562	ZNF24	hg38
/experiments/ENCSR100HGO/	ENCSR100HGO	isogenic	skeletal_muscle_satellite_cell	H3K9ac	hg38
/experiments/ENCSR100LWU/	ENCSR100LWU	isogenic	mesodermal_cell	H3K36me3	hg38
/experiments/ENCSR100PNV/	ENCSR100PNV	isogenic	iPS_DF_19.11	H3K27me3	hg38
/experiments/ENCSR100UQX/	ENCSR100UQX	isogenic	K562	TAF9B	hg38
/experiments/ENCSR101EEJ/	ENCSR101EEJ	isogenic	transverse_colon	H3K36me3	hg38
/experiments/ENCSR101FJS/	ENCSR101FJS	isogenic	HepG2	TBL1XR1	hg38
/experiments/ENCSR101FJU/	ENCSR101FJU	isogenic	HepG2	ZNF384	hg38
/experiments/ENCSR102KIN/	ENCSR102KIN	isogenic	K562	ZMYM3	hg38
/experiments/ENCSR103SZL/	ENCSR103SZL	isogenic	HepG2	TFAP4	hg38
/experiments/ENCSR105NMJ/	ENCSR105NMJ	isogenic	neural_progenitor_cell	H3K9ac	hg38
/experiments/ENCSR105URN/	ENCSR105URN	isogenic	spleen	H3K9me3	hg38
/experiments/ENCSR105YNJ/	ENCSR105YNJ	isogenic	gastrocnemius_medialis	H3K36me3	hg38
/experiments/ENCSR106FRG/	ENCSR106FRG	isogenic	K562	TAL1	hg38
/experiments/ENCSR106VNH/	ENCSR106VNH	anisogenic	common_myeloid_progenitor_CD34-positive	H3K36me3	hg38
/experiments/ENCSR107GRP/	ENCSR107GRP	isogenic	K562	MLLT1	hg38
/experiments/ENCSR107RHZ/	ENCSR107RHZ	isogenic	K562	YBX1	hg38
/experiments/ENCSR109ODF/	ENCSR109ODF	isogenic	MCF-7	HES1	hg38
/experiments/ENCSR109YGM/	ENCSR109YGM	isogenic	K562	CREB3L1	hg38
/experiments/ENCSR111QAW/	ENCSR111QAW	isogenic	SK-N-MC	H3K9ac	hg38
/experiments/ENCSR112ALD/	ENCSR112ALD	isogenic	HepG2	CREB1	hg38
/experiments/ENCSR112RNT/	ENCSR112RNT	isogenic	K562	HNRNPLL	hg38
/experiments/ENCSR113LAS/	ENCSR113LAS	isogenic	K562	MTA2	hg38
/experiments/ENCSR115BBC/	ENCSR115BBC	isogenic	K562	ASH1L	hg38
/experiments/ENCSR115BLD/	ENCSR115BLD	isogenic	HepG2	KDM1A	hg38
/experiments/ENCSR115SMW/	ENCSR115SMW	isogenic	K562	PKNOX1	hg38
/experiments/ENCSR115VDV/	ENCSR115VDV	anisogenic	adipocyte	H3K4me1	hg38
/experiments/ENCSR116QUR/	ENCSR116QUR	isogenic	MCF-7	CSDE1	hg38
/experiments/ENCSR117IQD/	ENCSR117IQD	anisogenic	CD4-positive_alpha-beta_memory_T_cell	H3K9me3	hg38
/experiments/ENCSR117KWH/	ENCSR117KWH	isogenic	GM12878	ZNF207	hg38
/experiments/ENCSR119ULQ/	ENCSR119ULQ	isogenic	K562	NCOA4	hg38
/experiments/ENCSR119VCX/	ENCSR119VCX	isogenic	K562	PHF21A	hg38
/experiments/ENCSR120LGC/	ENCSR120LGC	isogenic	MM.1S	H3K36me3	hg38
/experiments/ENCSR120MPG/	ENCSR120MPG	isogenic	K562	PRDM10	hg38
/experiments/ENCSR120WKZ/	ENCSR120WKZ	anisogenic	naive_thymus-derived_CD4-positive_alpha-beta_T_cell	H3K27ac	hg38
/experiments/ENCSR121INC/	ENCSR121INC	isogenic	SK-N-SH	H3K9ac	hg38
/experiments/ENCSR121PFY/	ENCSR121PFY	isogenic	K562	CDC5L	hg38
/experiments/ENCSR123JZO/	ENCSR123JZO	isogenic	neural_stem_progenitor_cell	H2BK15ac	hg38
/experiments/ENCSR124AIG/	ENCSR124AIG	isogenic	IMR-90	FOS	hg38
/experiments/ENCSR124BJR/	ENCSR124BJR	isogenic	K562	ETV6	hg38
/experiments/ENCSR124DYB/	ENCSR124DYB	isogenic	IMR-90	H2AFZ	hg38
/experiments/ENCSR124VOE/	ENCSR124VOE	isogenic	neural_cell	H3K27ac	hg38
/experiments/ENCSR125DKL/	ENCSR125DKL	isogenic	SU-DHL-6	CTCF	hg38
/experiments/ENCSR125IJY/	ENCSR125IJY	isogenic	SK-N-SH	H3F3A	hg38
/experiments/ENCSR125NBL/	ENCSR125NBL	isogenic	neural_progenitor_cell	CTCF	hg38
/experiments/ENCSR126BGU/	ENCSR126BGU	isogenic	mesendoderm	H3K4me2	hg38
/experiments/ENCSR126YEB/	ENCSR126YEB	isogenic	MCF-7	FOXA1	hg38
/experiments/ENCSR128IYN/	ENCSR128IYN	isogenic	HepG2	SNRNP70	hg38
/experiments/ENCSR130EML/	ENCSR130EML	isogenic	H1	H3K4ac	hg38
/experiments/ENCSR130HEG/	ENCSR130HEG	isogenic	K562	COPS2	hg38
/experiments/ENCSR130IMV/	ENCSR130IMV	isogenic	smooth_muscle_cell	H3K4me1	hg38
/experiments/ENCSR131FFJ/	ENCSR131FFJ	isogenic	GM23248	EZH2	hg38
/experiments/ENCSR133QBG/	ENCSR133QBG	isogenic	prostate_gland	H3K9me3	hg38
/experiments/ENCSR135ANT/	ENCSR135ANT	isogenic	MCF-7	NRF1	hg38
/experiments/ENCSR136ZNV/	ENCSR136ZNV	anisogenic	adipocyte	H3K36me3	hg38
/experiments/ENCSR137ZMQ/	ENCSR137ZMQ	isogenic	K562	REST	hg38
/experiments/ENCSR138FUZ/	ENCSR138FUZ	isogenic	K562	RNF2	hg38
/experiments/ENCSR138SFL/	ENCSR138SFL	isogenic	K562	MCM2	hg38
/experiments/ENCSR138YYY/	ENCSR138YYY	isogenic	K562	GABPB1	hg38
/experiments/ENCSR139PIA/	ENCSR139PIA	isogenic	neural_progenitor_cell	H3K27me3	hg38
/experiments/ENCSR140DSL/	ENCSR140DSL	isogenic	HeLa-S3	MAFF	hg38
/experiments/ENCSR142YYA/	ENCSR142YYA	isogenic	K562	EWSR1	hg38
/experiments/ENCSR143CEO/	ENCSR143CEO	isogenic	K562	ZC3H8	hg38
/experiments/ENCSR143RMH/	ENCSR143RMH	isogenic	smooth_muscle_cell	H3K27me3	hg38
/experiments/ENCSR144RXL/	ENCSR144RXL	isogenic	mesendoderm	H3K36me3	hg38
/experiments/ENCSR145BHD/	ENCSR145BHD	isogenic	HepG2	NFRKB	hg38
/experiments/ENCSR145CXH/	ENCSR145CXH	isogenic	HepG2	TARDBP	hg38
/experiments/ENCSR145TSJ/	ENCSR145TSJ	isogenic	K562	ATF4	hg38
/experiments/ENCSR145XQO/	ENCSR145XQO	isogenic	GM12878	HDGF	hg38
/experiments/ENCSR146KXZ/	ENCSR146KXZ	anisogenic	brain	H3K9me3	hg38
/experiments/ENCSR151NQL/	ENCSR151NQL	isogenic	HepG2	AGO2	hg38
/experiments/ENCSR152QRE/	ENCSR152QRE	isogenic	SK-N-MC	H3K4me1	hg38
/experiments/ENCSR152YYY/	ENCSR152YYY	isogenic	PC-9	H4K20me1	hg38
/experiments/ENCSR153NDQ/	ENCSR153NDQ	isogenic	prostate_gland	H3K4me3	hg38
/experiments/ENCSR153SGD/	ENCSR153SGD	isogenic	HUES48	H3K4me3	hg38
/experiments/ENCSR154EIH/	ENCSR154EIH	isogenic	K562	TRIP13	hg38
/experiments/ENCSR154HDX/	ENCSR154HDX	isogenic	GM23338	H3K79me2	hg38
/experiments/ENCSR155KHM/	ENCSR155KHM	isogenic	K562	ARNT	hg38
/experiments/ENCSR155VDK/	ENCSR155VDK	isogenic	MCF-7	ZBTB11	hg38
/experiments/ENCSR155XVP/	ENCSR155XVP	isogenic	prostate_gland	H3K4me1	hg38
/experiments/ENCSR155XXB/	ENCSR155XXB	isogenic	OCI-LY1	H3K79me2	hg38
/experiments/ENCSR156APP/	ENCSR156APP	isogenic	HepG2	PTBP1	hg38
/experiments/ENCSR157CAU/	ENCSR157CAU	isogenic	HepG2	ZKSCAN1	hg38
/experiments/ENCSR157FDN/	ENCSR157FDN	isogenic	large_intestine	H3K27me3	hg38
/experiments/ENCSR157TCS/	ENCSR157TCS	isogenic	K562	SMARCE1	hg38
/experiments/ENCSR159CDJ/	ENCSR159CDJ	isogenic	Karpas-422	H4K20me1	hg38
/experiments/ENCSR160QYK/	ENCSR160QYK	isogenic	K562	GATAD2A	hg38
/experiments/ENCSR160ZLP/	ENCSR160ZLP	isogenic	H1	KDM5A	hg38
/experiments/ENCSR161FEJ/	ENCSR161FEJ	isogenic	spleen	H3K27me3	hg38
/experiments/ENCSR161HZJ/	ENCSR161HZJ	isogenic	gastrocnemius_medialis	H3K4me1	hg38
/experiments/ENCSR161MXP/	ENCSR161MXP	isogenic	HCT116	H3K4me1	hg38
/experiments/ENCSR161NON/	ENCSR161NON	isogenic	H1	H2BK5ac	hg38
/experiments/ENCSR161XBV/	ENCSR161XBV	anisogenic	naive_thymus-derived_CD4-positive_alpha-beta_T_cell	H3K4me3	hg38
/experiments/ENCSR162DGX/	ENCSR162DGX	isogenic	B_cell	H3K27me3	hg38
/experiments/ENCSR162IEM/	ENCSR162IEM	isogenic	K562	MYBL2	hg38
/experiments/ENCSR162VXO/	ENCSR162VXO	anisogenic	adipocyte	H3K9ac	hg38
/experiments/ENCSR164RFI/	ENCSR164RFI	isogenic	IMR-90	H4K91ac	hg38
/experiments/ENCSR165LOF/	ENCSR165LOF	isogenic	Loucy	H3K4me2	hg38
/experiments/ENCSR166CNR/	ENCSR166CNR	isogenic	stomach	H3K36me3	hg38
/experiments/ENCSR166KLM/	ENCSR166KLM	isogenic	iPS-20b	H3K9ac	hg38
/experiments/ENCSR167KBO/	ENCSR167KBO	isogenic	K562	ZNF316	hg38
/experiments/ENCSR168CEE/	ENCSR168CEE	isogenic	K562	NCOA6	hg38
/experiments/ENCSR168SMX/	ENCSR168SMX	isogenic	liver	NR2F2	hg38
